Car_ID,Make,Model,Year,Racer_Total,Ranking
3,Nissan,370,2011,16,1
57,Scion,Frs,2015,16,1
216,Chrystler,300,2007,16,1
31,Honda,Fit,2007,14,2
50,Acura,TLX,2015,14,2
228,Nissan,370,2010,14,2
15,Audi,S4,2014,12,3
83,Honda,Accord,2014,12,3
84,Mercedes,Cl63amg,2012,12,3
124,Jeep,Wrangler,2015,12,3
179,Volkswagen,R32,2004,12,3
218,Chevy,Camaro,2010,12,3
