113,30
124,30
112,28
15,28
50,28
83,28
126,26
128,26
180,26
110,24
127,24
13,24
156,24
161,24
31,24
91,24
175,22
25,22
65,22
106,20
153,20
216,20
30,20
3,20
63,20
103,18
121,18
170,18
222,18
23,18
39,18
115,16
12,16
158,16
211,16
21,16
228,16
24,16
36,16
41,16
43,16
53,16
85,16
118,14
178,14
33,14
35,14
37,14
38,14
57,14
78,14
84,14
88,14
92,14
1051,12
134,12
137,12
176,12
22,12
225,12
232,12
48,12
81,12
8,12
123,10
140,10
142,10
144,10
18,10
200,10
20,10
207,10
218,10
238,10
241,10
45,10
51,10
56,10
6,10
98,10
10,8
114,8
145,8
14,8
189,8
19,8
219,8
230,8
34,8
52,8
7,8
79,8
99,8
100,6
104,6
116,6
120,6
122,6
141,6
159,6
167,6
179,6
181,6
182,6
190,6
226,6
235,6
242,6
2,6
46,6
49,6
5,6
59,6
69,6
93,6
95,6
102,4
150,4
162,4
163,4
16,4
172,4
177,4
185,4
193,4
220,4
237,4
243,4
28,4
44,4
67,4
68,4
71,4
74,4
89,4
9,4
Vip,4
108,2
111,2
11,2
130,2
17,2
183,2
184,2
186,2
212,2
42,2
4341,2
75,2
86,2
0,0
1,0
101,0
138,0
174,0
187,0
197,0
4,0
40,0
64,0
66,0
70,0
72,0
76,0
94,0
96,0
