13,630,1
237,630,1
113,626,2
106,620,3
122,612,4
24,610,5
64,610,5
235,608,6
110,606,7
126,606,7
142,606,7
144,606,7
190,606,7
34,606,7
9,602,8
11,592,9
86,592,9
94,588,10
193,586,11
3,586,11
118,570,12
138,570,12
174,570,12
242,570,12
84,566,13
1051,554,14
121,548,15
186,548,15
211,548,15
4,548,15
45,548,15
72,548,15
6,546,16
81,540,17
182,536,18
225,536,18
158,532,19
91,528,20
172,520,21
112,516,22
100,512,23
187,506,24
69,506,24
17,500,25
141,494,26
78,494,26
103,492,27
150,492,27
197,492,27
74,492,27
180,490,28
162,486,29
185,482,30
219,482,30
28,476,31
49,476,31
46,472,32
38,470,33
18,464,34
31,460,35
71,460,35
128,446,36
238,446,36
40,446,36
22,428,37
226,428,37
70,428,37
93,428,37
52,426,38
137,420,39
212,420,39
116,410,40
41,410,40
114,406,41
241,404,42
53,404,42
163,396,43
50,392,44
56,378,45
76,374,46
115,370,47
153,370,47
175,370,47
33,362,48
75,362,48
230,354,49
57,354,49
123,338,50
19,330,51
44,324,52
156,320,53
220,320,53
4341,320,53
35,314,54
79,314,54
63,312,55
179,308,56
92,296,57
65,294,58
15,288,59
96,276,60
Vip,274,61
232,268,62
12,262,63
130,258,64
98,256,65
108,252,66
120,242,67
85,242,67
104,236,68
127,230,69
134,226,70
176,216,71
25,216,71
88,210,72
0,208,73
181,208,73
16,204,74
83,202,75
42,190,76
59,190,76
23,186,77
2,184,78
200,182,79
21,182,79
101,176,80
184,176,80
243,176,80
37,176,80
66,176,80
161,170,81
140,166,82
111,158,83
189,154,84
36,152,85
102,142,86
145,142,86
8,136,87
14,130,88
7,124,89
228,120,90
89,106,91
95,106,91
99,104,92
216,100,93
170,84,94
43,84,94
67,82,95
10,80,96
39,78,97
68,78,97
218,72,98
5,60,99
177,54,100
183,54,100
51,50,101
1,44,102
30,42,103
178,38,104
20,32,105
159,26,106
167,24,107
207,20,108
124,16,109
222,16,109
48,4,110
