Showcar,2014,Nissan,Gtr,44,6,4,12,18,,4
1,Rank,Car_ID,Year,Make,Model,Total,Racer,Engine,BodyFrame,Mods,Car_Overall,Mods_Overall
2,83,2014,Honda,Accord,112,12,24,28,36,6,6
3,186,2012,Volkswagen,Gli,14,0,2,2,4,6,0
4,172,2014,Bmw,4,22,4,6,4,2,6,0
5,65,2009,Honda,Fit,106,6,26,22,42,4,6
6,31,2007,Honda,Fit,102,14,24,24,30,4,6
7,23,1998,Subaru,Legacy,62,2,10,18,22,4,6
8,142,1993,Toyota,Supra,58,4,8,10,26,4,6
9,128,2010,Infiniti,G37,128,18,26,26,48,4,6
10,127,2013,Acura,Tsx,86,4,20,24,28,4,6
11,124,2015,Jeep,Wrangler,124,12,24,30,48,4,6
12,9,1996,Nissan,240,44,10,8,4,14,4,4
13,57,2015,Scion,Frs,80,16,20,14,22,4,4
14,5,2003,Acura,Rsx,50,6,6,6,24,4,4
15,49,1997,Acura,Integra,42,4,12,6,12,4,4
16,48,2015,Acura,TLX,62,4,14,12,24,4,4
17,43,2011,Toyota,4 Runner,54,2,12,16,16,4,4
18,39,2011,Honda,Civic,72,6,14,18,26,4,4
19,36,2016,Subaru,WRX,74,10,16,16,24,4,4
20,33,2015,Subaru,Sti,68,8,12,14,26,4,4
21,3,2011,Nissan,370,84,16,16,20,24,4,4
22,25,2012,Mercedes,C250,78,6,16,22,26,4,4
23,228,2010,Nissan,370,92,14,20,16,34,4,4
24,218,2010,Chevy,Camaro,64,12,16,10,18,4,4
25,216,2007,Chrystler,300,96,16,20,20,32,4,4
26,21,2009,Subaru,WRX,62,6,14,16,18,4,4
27,175,2006,Honda,Civic,92,8,26,22,28,4,4
28,12,1990,Nissan,240,62,4,12,16,22,4,4
29,118,1993,Honda,Civic,44,4,4,14,14,4,4
30,84,2012,Mercedes,Cl63amg,70,12,16,14,22,4,2
31,41,2012,Acura,Tsx,64,4,14,16,24,4,2
32,104,2014,Honda,Civic si,48,6,14,6,16,4,2
33,38,2017,Hyundai,Elantra sport,62,6,16,14,22,4,0
34,232,2018,Subaru,WRX,46,6,6,12,18,4,0
35,91,2010,Mitsu,Lancer,102,8,24,24,38,2,6
36,50,2015,Acura,TLX,102,14,18,28,34,2,6
37,178,2009,Honda,Oddesy,72,6,12,14,32,2,6
38,161,2012,Nissan,370z,84,4,10,24,38,2,6
39,158,2007,Nissan,350z,64,4,4,16,32,2,6
40,15,2014,Audi,S4,120,12,26,28,46,2,6
41,113,2012,Acura,Tsx sportwagon,116,6,30,30,42,2,6
42,112,2008,Acura,TL,110,4,28,28,42,2,6
43,88,2008,Honda,Accord,48,2,10,14,16,2,4
44,8,1991,Nissan,Skyline,44,6,4,12,16,2,4
45,63,2010,Honda,Civic,86,4,22,20,34,2,4
46,6,2016,Volkswagen,Golf r,54,6,18,10,14,2,4
47,53,2013,Subaru,WRX,60,8,10,16,20,2,4
48,37,2015,Subaru,Sti,54,6,14,14,14,2,4
49,30,2012,Hyundai,Celoster,66,4,20,20,16,2,4
