124,48,1
128,48,1
15,46,2
112,42,3
113,42,3
65,42,3
161,38,4
91,38,4
103,36,5
126,36,5
13,36,5
83,36,5
228,34,6
50,34,6
63,34,6
158,32,7
178,32,7
216,32,7
225,32,7
106,30,8
180,30,8
31,30,8
127,28,9
156,28,9
170,28,9
175,28,9
35,28,9
1051,26,10
115,26,10
123,26,10
142,26,10
189,26,10
25,26,10
33,26,10
39,26,10
122,24,11
3,24,11
36,24,11
41,24,11
48,24,11
5,24,11
12,22,12
176,22,12
23,22,12
38,22,12
57,22,12
84,22,12
121,20,13
162,20,13
19,20,13
51,20,13
52,20,13
53,20,13
85,20,13
110,18,14
141,18,14
18,18,14
211,18,14
21,18,14
218,18,14
232,18,14
45,18,14
104,16,15
11,16,15
130,16,15
137,16,15
17,16,15
200,16,15
20,16,15
30,16,15
43,16,15
44,16,15
8,16,15
88,16,15
99,16,15
10,14,16
118,14,16
134,14,16
140,14,16
145,14,16
181,14,16
207,14,16
238,14,16
37,14,16
4341,14,16
46,14,16
56,14,16
6,14,16
9,14,16
144,12,17
150,12,17
153,12,17
187,12,17
2,12,17
226,12,17
242,12,17
4,12,17
49,12,17
7,12,17
78,12,17
114,10,18
120,10,18
93,10,18
163,8,19
235,8,19
241,8,19
24,8,19
34,8,19
59,8,19
79,8,19
92,8,19
116,6,20
138,6,20
14,6,20
220,6,20
222,6,20
22,6,20
230,6,20
243,6,20
40,6,20
64,6,20
81,6,20
89,6,20
94,6,20
95,6,20
102,4,21
108,4,21
159,4,21
167,4,21
182,4,21
183,4,21
185,4,21
186,4,21
190,4,21
193,4,21
212,4,21
219,4,21
28,4,21
67,4,21
68,4,21
72,4,21
76,4,21
96,4,21
98,4,21
100,2,22
1,2,22
16,2,22
172,2,22
174,2,22
177,2,22
179,2,22
184,2,22
197,2,22
42,2,22
66,2,22
69,2,22
71,2,22
74,2,22
75,2,22
86,2,22
0,0,23
101,0,23
111,0,23
237,0,23
70,0,23
Vip,0,23
