112,6
113,6
124,6
126,6
127,6
128,6
13,6
142,6
15,6
158,6
161,6
178,6
23,6
31,6
50,6
65,6
83,6
91,6
103,4
1051,4
106,4
110,4
111,4
115,4
116,4
118,4
121,4
122,4
123,4
12,4
156,4
170,4
175,4
176,4
180,4
21,4
216,4
218,4
222,4
225,4
228,4
25,4
30,4
33,4
3,4
35,4
36,4
37,4
39,4
43,4
48,4
49,4
53,4
5,4
57,4
63,4
6,4
7,4
8,4
85,4
88,4
9,4
99,4
10,2
102,2
104,2
108,2
11,2
114,2
120,2
134,2
141,2
14,2
144,2
145,2
150,2
153,2
162,2
163,2
167,2
17,2
177,2
179,2
181,2
18,2
182,2
183,2
187,2
189,2
19,2
193,2
200,2
20,2
2,2
220,2
22,2
230,2
235,2
238,2
241,2
24,2
242,2
41,2
4341,2
44,2
45,2
51,2
52,2
56,2
67,2
68,2
74,2
79,2
84,2
89,2
94,2
96,2
98,2
0,0
1,0
100,0
101,0
130,0
137,0
138,0
140,0
159,0
16,0
172,0
174,0
184,0
185,0
186,0
190,0
197,0
207,0
211,0
212,0
219,0
226,0
232,0
237,0
243,0
28,0
34,0
38,0
4,0
40,0
42,0
46,0
59,0
64,0
66,0
69,0
70,0
71,0
72,0
75,0
76,0
78,0
81,0
86,0
92,0
93,0
95,0
Vip,0
