1,30,113,2012,Acura,Tsx sportwagon
2,28,112,2008,Acura,TL
3,20,127,2013,Acura,Tsx
4,18,50,2015,Acura,TLX
5,16,1051,2006,Acura,Tsx
6,14,48,2015,Acura,TLX
7,14,41,2012,Acura,Tsx
8,14,106,2007,Acura,Tl type s
