113,30
112,28
128,26
15,26
175,26
65,26
124,24
126,24
31,24
83,24
91,24
13,22
63,22
127,20
216,20
228,20
30,20
57,20
123,18
50,18
6,18
1051,16
180,16
218,16
25,16
3,16
36,16
38,16
84,16
104,14
106,14
137,14
179,14
21,14
37,14
39,14
41,14
48,14
103,12
110,12
12,12
134,12
178,12
211,12
222,12
33,12
35,12
43,12
44,12
49,12
115,10
116,10
140,10
161,10
189,10
207,10
23,10
45,10
51,10
52,10
53,10
56,10
88,10
100,8
122,8
142,8
153,8
17,8
46,8
59,8
9,8
10,6
145,6
162,6
172,6
200,6
219,6
232,6
237,6
242,6
4341,6
5,6
78,6
92,6
98,6
99,6
11,4
114,4
118,4
120,4
130,4
138,4
14,4
144,4
150,4
158,4
163,4
167,4
177,4
181,4
183,4
184,4
187,4
193,4
20,4
225,4
230,4
241,4
8,4
86,4
Vip,4
159,2
16,2
174,2
176,2
18,2
182,2
186,2
19,2
2,2
220,2
22,2
235,2
238,2
24,2
4,2
42,2
66,2
67,2
7,2
75,2
76,2
85,2
89,2
93,2
96,2
0,0
1,0
101,0
102,0
108,0
111,0
121,0
141,0
156,0
170,0
185,0
190,0
197,0
212,0
226,0
243,0
28,0
34,0
40,0
64,0
68,0
69,0
70,0
71,0
72,0
74,0
79,0
81,0
94,0
95,0
